F1,R,P
0.80753535,0.82268864,0.79293025
0.77882147,0.78531426,0.77243525
0.7666554,0.76869005,0.7646314
0.80072904,0.8177458,0.78440607
0.77381337,0.78243583,0.7653789
0.8181208,0.8332324,0.8035475
0.8078969,0.8158818,0.8000668
0.8053015,0.82095957,0.79022956
0.78486645,0.7862252,0.78351235
0.7982367,0.8135297,0.7835081
0.7589526,0.7391358,0.7798613
0.78471744,0.7837047,0.7857329
0.78871375,0.7932355,0.78424335
0.77048975,0.7585012,0.7828633
0.76353294,0.7630158,0.7640507
0.77529275,0.7818569,0.7688379
0.79481673,0.7970374,0.7926084
0.7696878,0.77607554,0.76340425
0.7742909,0.76883644,0.7798232
0.78922427,0.7939967,0.7845089
0.7819291,0.7850518,0.77883106
0.7826474,0.7774334,0.78793174
0.7854261,0.8017753,0.7697304
0.77634853,0.7829155,0.7698907
0.7586629,0.7452535,0.77256364
0.797881,0.8000265,0.795747
0.79388636,0.80488545,0.78318393
0.7889963,0.78908443,0.7889081
0.7952005,0.80073535,0.7897418
0.78125525,0.784977,0.77756864
0.79266083,0.7958862,0.7894616
0.78174376,0.79424083,0.7696337
0.7769567,0.7807758,0.77317476
0.7738333,0.77901196,0.768723
0.7668558,0.76660043,0.76711136
0.7979742,0.8054543,0.7906319
0.7907505,0.788734,0.79277724
