F1,R,P
0.8141508,0.8257157,0.80290544
0.816795,0.8188543,0.8147461
0.8331052,0.8399168,0.82640314
0.823588,0.82366765,0.8235084
0.79941154,0.8133242,0.7859668
0.8259228,0.82853454,0.82332754
0.8260083,0.83424634,0.81793135
0.820372,0.82823026,0.8126615
0.82553756,0.8331663,0.8180473
0.8162598,0.8246822,0.8080076
0.8199653,0.8152428,0.8247429
0.8138568,0.82434374,0.8036333
0.825099,0.82859546,0.82163185
0.82496494,0.8309381,0.8190772
0.8142285,0.83381176,0.79554397
0.80880344,0.8188158,0.79903287
0.8289216,0.83089113,0.82696134
0.83505404,0.8392527,0.8308972
0.82426775,0.85199934,0.7982846
0.82443714,0.8263536,0.82252955
0.8142489,0.821544,0.8070823
0.8228806,0.83602226,0.81014574
0.82723194,0.82947236,0.82500356
0.82111984,0.8408836,0.8022637
0.8191718,0.82282656,0.81554925
0.82100564,0.8238791,0.81815207
0.83050525,0.844289,0.81716424
0.8301751,0.8360497,0.8243826
0.807343,0.8151917,0.799644
0.8231936,0.8255054,0.82089466
0.81003886,0.81073636,0.80934256
0.8257037,0.83440375,0.81718314
0.82521474,0.8252938,0.8251359
0.8163648,0.81776714,0.8149674
0.8120648,0.82164484,0.8027056
0.8222675,0.8203962,0.82414734
0.81074244,0.81583655,0.8057115
0.83097166,0.8383165,0.8237545
0.810506,0.8175976,0.80353624
0.8070212,0.8075857,0.80645734
0.82056797,0.8268992,0.814333
0.82935727,0.83422285,0.8245481
0.8114432,0.8188202,0.8041979
0.8318236,0.85219616,0.8124025
0.8141323,0.8203612,0.8079973
0.8298444,0.8237736,0.83600545
0.8215585,0.8300428,0.8132459
0.8280579,0.82976186,0.8263608
0.82504004,0.8386609,0.81185454
0.82286716,0.8185886,0.82719076
0.8138945,0.8166443,0.81116325
0.81063455,0.81449664,0.806809
0.78763217,0.79929215,0.77630734
0.81251913,0.82166445,0.80357534
0.82295704,0.83448327,0.8117448
0.80261344,0.8112279,0.7941799
0.8089671,0.8138256,0.8041662
0.8259598,0.8499686,0.80327016
0.801652,0.81273574,0.7908665
0.8253048,0.8311093,0.8195808
0.81598413,0.80963117,0.8224376
0.82615083,0.82942945,0.8228979
0.7961258,0.7901168,0.80222696
0.8139281,0.824502,0.803622
0.8153291,0.8155327,0.81512564
0.83309865,0.83729666,0.82894254
0.81752956,0.8194356,0.8156324
0.8243824,0.83329195,0.81566143
0.8265375,0.8236815,0.8294134
0.8040249,0.8223112,0.7865342
0.8203861,0.8410265,0.8007346
0.8179693,0.8295003,0.8067546
0.81530607,0.8246462,0.8061751
0.8146873,0.8148096,0.8145651
0.79380906,0.80486447,0.7830533
0.8249741,0.8237515,0.8262003
0.82330924,0.831343,0.81542933
0.83024526,0.83210576,0.8283931
0.8060665,0.807824,0.80431646
0.8230284,0.82189053,0.8241693
0.83154315,0.8335372,0.8295587
0.8129011,0.818326,0.80754757
0.8149286,0.8147561,0.81510115
0.8262932,0.8245681,0.82802546
0.8362681,0.85375804,0.81948036
0.80085164,0.8009086,0.8007946
0.8221543,0.8296879,0.81475633
0.83683836,0.84056795,0.8331417
0.8152421,0.815575,0.81490946
0.8170832,0.81806064,0.81610817
0.8144604,0.82168067,0.8073659
0.8301811,0.83337927,0.8270074
0.8300647,0.82814795,0.83199024
0.82920057,0.8372032,0.82134944
0.8117388,0.82577854,0.7981684
0.8314794,0.8336235,0.8293463
0.84125483,0.8588811,0.82433754
0.82347083,0.82803184,0.8189598
0.78910244,0.80246264,0.7761799
0.8043354,0.79813707,0.81063086
0.80454606,0.8248881,0.7851832
0.83083624,0.85069144,0.81188685
0.8368748,0.84241,0.8314117
0.8245458,0.83166605,0.81754637
0.81748194,0.8227767,0.8122549
0.8151138,0.8233695,0.8070219
0.8255596,0.83162606,0.8195811
0.8316516,0.83469826,0.8286271
0.82040566,0.8210745,0.8197379
0.83727944,0.85161567,0.8234179
0.7994391,0.8113865,0.7878384
0.8061988,0.8157158,0.7969014
0.81734776,0.8399104,0.7959656
0.84236354,0.86128134,0.824259
0.8299375,0.8353065,0.82463706
0.81235546,0.82024837,0.804613
0.8312414,0.8457495,0.8172227
0.8059533,0.8210004,0.7914479
0.83620834,0.83848923,0.83393985
0.82954496,0.83486813,0.82428926
0.8179227,0.8216196,0.814259
0.8052204,0.81126773,0.7992625
0.792379,0.8155368,0.77050006
0.8216164,0.8292743,0.81409866
0.8297192,0.8247855,0.8347124
0.8263896,0.83639497,0.81662077
0.8174361,0.82911325,0.8060833
0.83463585,0.84064484,0.82871205
0.83905846,0.8457142,0.83250666
0.8075243,0.8041561,0.8109209
0.80956405,0.81675035,0.80250317
0.81528944,0.81945205,0.8111689
0.81872237,0.81910455,0.81834054
0.8261099,0.8282131,0.82401735
0.81345147,0.80592287,0.82112205
0.81585574,0.8171409,0.81457454
0.82209146,0.8234291,0.8207582
0.810305,0.81068975,0.80992055
0.8129758,0.81488174,0.8110788
0.799766,0.8037203,0.79585046
0.82083166,0.8263097,0.8154257
0.82848,0.8303004,0.8266676
0.82226056,0.8252475,0.81929517
0.83789384,0.8398046,0.83599174
0.8234108,0.8169579,0.82996655
0.8128009,0.8006253,0.8253526
0.8066147,0.81282467,0.80049896
0.81608015,0.84054875,0.79299587
0.83695877,0.85253185,0.8219443
0.83188206,0.83502847,0.8287594
0.816162,0.8157985,0.8165258
0.8170732,0.8212154,0.8129727
0.82279253,0.8233257,0.82226
0.80833894,0.8119863,0.8047242
0.8379582,0.85444874,0.8220922
0.8030197,0.8070856,0.7989946
0.81623024,0.8248594,0.8077798
0.8270607,0.8265836,0.8275384
0.8174001,0.84747326,0.7893882
0.8128036,0.81220543,0.81340265
0.8127756,0.8173868,0.80821633
0.81772465,0.8207708,0.814701
0.85268044,0.90345,0.8073134
0.83691376,0.85039824,0.8238503
0.81960875,0.82552433,0.8137773
0.83395356,0.837626,0.8303132
0.83955616,0.8455909,0.83360696
0.8070523,0.83665466,0.7794732
0.78074735,0.8147912,0.7494344
0.79538375,0.8057295,0.78530025
0.8192644,0.8208074,0.8177273
0.8292729,0.830936,0.8276166
0.8264231,0.83573025,0.81732106
0.81704587,0.8281576,0.8062283
0.82601297,0.8342364,0.8179501
0.8434163,0.8815291,0.8084625
0.83290285,0.8448291,0.8213088
0.8356503,0.837049,0.8342563
0.8217203,0.82289267,0.82055134
0.8189191,0.8203714,0.817472
0.82804996,0.83498335,0.82123077
0.8400285,0.8458657,0.8342713
0.80777335,0.8495057,0.76994926
0.82458675,0.8324154,0.8169038
0.81463265,0.81749904,0.8117863
0.8313402,0.8305876,0.8320941
0.83116895,0.82848924,0.83386606
0.81396455,0.82071376,0.80732536
0.8150918,0.84079736,0.7909114
0.8269615,0.8287068,0.82522357
0.8164118,0.8273054,0.80580145
0.82593536,0.82667005,0.8252019
0.81415904,0.81440824,0.81391
0.8318424,0.8405823,0.8232825
0.8307308,0.83504283,0.8264629
0.82080215,0.8256368,0.8160238
0.8164139,0.8145545,0.8182818
0.8022071,0.80542886,0.79901093
0.8161522,0.8186733,0.8136465
0.79298306,0.80759037,0.7788948
0.8093795,0.8166693,0.8022188
0.81762075,0.8330622,0.80274147
0.83204937,0.8439233,0.82050496
0.83995545,0.8434172,0.83652204
0.8286989,0.8657448,0.79469323
0.82438254,0.8288144,0.8199977
0.808742,0.8169257,0.8007206
0.81624293,0.8245531,0.80809855
0.80481076,0.81137824,0.7983487
0.8167424,0.84343255,0.7916896
0.82085836,0.8453078,0.79778355
0.82495064,0.8264594,0.82344735
0.81877875,0.8441007,0.7949317
0.8451714,0.86837524,0.82317525
0.8274399,0.8354126,0.819618
0.8342204,0.8461361,0.82263577
0.8250452,0.8284778,0.821641
0.8220822,0.82420695,0.81996846
0.82394326,0.82050407,0.8274115
0.81300646,0.8219506,0.80425495
0.8046579,0.79748464,0.8119613
0.8336556,0.85278326,0.81536704
0.8381481,0.8536187,0.82322836
0.81863916,0.82042617,0.8168599
0.8235796,0.85660547,0.7930059
0.84552515,0.8690223,0.82326525
0.8456335,0.8681159,0.8242862
0.8132707,0.8330947,0.79436815
0.83089155,0.8282367,0.83356345
0.83266544,0.8345709,0.83076864
0.8323441,0.8376104,0.8271437
0.83348316,0.84309125,0.8240915
0.8428566,0.8467253,0.83902305
0.8006687,0.82039213,0.7818715
0.80451226,0.81585586,0.7934798
0.83383006,0.8285421,0.839186
0.82944614,0.8496146,0.8102131
0.81819475,0.82402253,0.81244886
0.8377574,0.849155,0.82666177
0.8352347,0.8336567,0.8368186
0.8303415,0.8360613,0.82469946
