F1,R,P
0.82289267,0.82931834,0.8165658
0.81546825,0.8157097,0.8152269
0.824374,0.8227283,0.82602644
0.83021545,0.8331142,0.82733685
0.8158175,0.82004637,0.811632
0.8270786,0.82893455,0.8252309
0.8081554,0.80794215,0.80836886
0.81932044,0.82113755,0.81751144
0.8222604,0.8265927,0.81797326
0.8144822,0.81934416,0.80967754
0.8024833,0.79745805,0.8075724
0.82076,0.82659805,0.8150038
0.8270027,0.83019894,0.82383096
0.7973975,0.8066054,0.7883975
0.838928,0.8505235,0.82764447
0.8333495,0.839479,0.827309
0.8029675,0.8159181,0.7904214
0.8314074,0.8324379,0.8303795
0.8315639,0.84213924,0.82125086
0.8283737,0.83224887,0.82453436
0.82602596,0.82824004,0.82382375
0.8244199,0.82610947,0.8227373
0.8258188,0.83162403,0.820094
0.828952,0.8320731,0.82585424
0.82252604,0.82993495,0.8152483
0.8159236,0.84296936,0.7905592
0.820763,0.8166667,0.8249007
0.7953306,0.811558,0.77973956
0.7832703,0.79330224,0.7734889
0.81992286,0.82450974,0.8153868
0.8006528,0.80940175,0.792091
0.8275348,0.8312365,0.8238659
0.8326569,0.8326239,0.8326899
0.8216967,0.83122087,0.81238824
0.814191,0.8139628,0.8144193
0.81233174,0.8195256,0.80526304
0.79824877,0.8010544,0.79546285
0.82975125,0.8347378,0.8248239
0.80873775,0.8137119,0.8038241
0.814278,0.8201776,0.80846274
0.79891956,0.80300736,0.79487324
0.81599593,0.8194506,0.81257015
0.79530776,0.80476564,0.7860696
0.82303125,0.8311777,0.8150429
0.77995366,0.7857247,0.77426684
0.8168955,0.81716657,0.81662446
0.82010657,0.82039976,0.8198135
0.8254958,0.83238256,0.81872195
0.8231898,0.8306243,0.8158871
0.8288953,0.83572304,0.82217824
0.8209369,0.8173373,0.8245685
0.80398875,0.81232405,0.79582274
0.8171766,0.8257115,0.80881625
0.80218536,0.80269325,0.8016782
0.795239,0.79923284,0.79128474
0.8055759,0.81362313,0.7976863
0.83575904,0.8594489,0.81334007
0.8366652,0.8457057,0.8278159
0.8235243,0.82699645,0.8200811
0.8208539,0.8317026,0.8102847
0.8161291,0.8239797,0.80842674
0.8096188,0.81842697,0.8009982
0.8215245,0.82028943,0.8227632
0.81470674,0.8167769,0.8126471
0.81779945,0.81943506,0.81617045
0.81843966,0.8253244,0.81166893
0.795834,0.8048514,0.78701645
0.8044075,0.8091142,0.7997553
0.8202906,0.8203673,0.8202139
0.82006544,0.8260738,0.8141438
0.8092817,0.80712974,0.8114453
0.8287728,0.8341906,0.82342494
0.80437887,0.8015055,0.8072729
0.81829816,0.825828,0.8109044
0.82340664,0.8287717,0.8181106
0.8267444,0.82905924,0.8244423
0.8097798,0.80168945,0.8180351
0.8199038,0.8272465,0.81269026
0.8159379,0.8133118,0.818581
0.8231181,0.8266434,0.8196228
0.829528,0.83377296,0.8253261
0.7935994,0.7957289,0.7914814
0.8142977,0.8144014,0.81419414
0.80803585,0.8158728,0.8003481
0.8130423,0.82616156,0.80033326
0.8026757,0.80990237,0.7955769
0.80630755,0.80743253,0.80518574
0.8240965,0.82828903,0.8199463
